ALC_DEL,Delivery,"An element within the Life-Cycle Support class, evaluating the delivery process. This includes assessing the secure delivery of the system or product to end-users and ensuring that it meets specified security requirements during the deployment phase."
ALC_DVS,Development security,"An element within the Life-Cycle Support class, assessing development security. This involves evaluating the security measures implemented during the development phase to ensure that security considerations are integrated into the entire life cycle."
ALC_FLR,Flaw remediation,"An element within the Life-Cycle Support class, assessing flaw remediation processes. This involves evaluating the mechanisms in place for identifying, addressing, and resolving security flaws or vulnerabilities throughout the life cycle."
ALC_LCD,Life-cycle definition,"An element within the Life-Cycle Support class, defining the life cycle of the system or product. This involves specifying the phases, activities, and security considerations across the entire life cycle, from development to decommissioning."
ALC_TAT,Tools and techniques,"An element within the Life-Cycle Support class, assessing the tools and techniques used throughout the life cycle. This includes evaluating the effectiveness and security of tools employed for development, testing, and other life-cycle activities."
CLASS ATE,TESTS,"The tests class within the Common Criteria framework, focusing on the evaluation of testing processes and mechanisms applied to the system or product."
ATE_COV,Coverage,"An element within the Tests class, assessing the coverage of testing activities. This involves evaluating the extent to which various aspects of the system or product are tested to ensure that potential security vulnerabilities are identified and addressed."
ATE_DPT,Depth,"An element within the Tests class, assessing the depth of testing activities. This involves evaluating the thoroughness and detail of the testing processes to ensure a comprehensive examination of the system or product's security features."
ATE_FUN,Functional tests,"An element within the Tests class, evaluating functional tests. This includes assessing the testing of specific functionalities to ensure they operate as intended and meet security requirements during various scenarios and conditions."
ATE_IND,Independent testing,"An element within the Tests class, assessing independent testing. This involves evaluating the degree of independence of testing activities from the development process, ensuring unbiased evaluation of the system or product's security features."
CLASS AVA,VULNERABILITY ASSESSMENT,"The vulnerability assessment class within the Common Criteria framework, focusing on the evaluation of processes and mechanisms for identifying and addressing vulnerabilities in the system or product."
AVA_VAN,Vulnerability analysis,"An element within the Vulnerability Assessment class, assessing vulnerability analysis processes. This involves evaluating the methodologies and tools used to identify, analyze, and mitigate vulnerabilities in the system or product, contributing to overall security assurance."
CLASS ACO,COMPOSITION,"The composition class within the Common Criteria framework, focusing on the evaluation of composed systems or products and their components."
ACO_COR,Composition rationale,"An element within the Composition class, assessing the composition rationale. This involves evaluating the reasoning behind the selection and combination of components in the composed system or product, ensuring that it aligns with security requirements and objectives."
ACO_DEV,Development evidence,"An element within the Composition class, assessing development evidence. This involves evaluating the documentation and evidence related to the development of the composed system or product, including the integration and interaction of components from a security perspective."
ACO_REL,Reliance of dependent component,"An element within the Composition class, assessing the reliance on dependent components. This involves evaluating the extent to which the composed system or product depends on external components and ensuring that security considerations are appropriately addressed."
ACO_CTT,Composed TOE testing,"An element within the Composition class, assessing testing activities specific to the composed Target of Evaluation (TOE). This involves evaluating the testing processes and evidence related to the composed system or product as a whole, considering the interaction of components in various scenarios."
ACO_VUL,Composition vulnerability analysis,"An element within the Composition class, assessing vulnerability analysis specific to the composition of the system or product. This involves evaluating the methodologies and processes used to identify and mitigate vulnerabilities arising from the interaction of components in the composed system or product."
